portal_id	tax_phylum	tax_class	tax_order	eco_term
Aspquag1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspquaf1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asptetr1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspsublat1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspden1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspnid1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfove1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspacri1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcle1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspne1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspind2_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspsim1_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfalc1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfru1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asprec1_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspnav1_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspdese1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspstec1_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspmul1_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspmic1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspung1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspstel1_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspven1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspdro1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspmir1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfili1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspoli1_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspund1_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcreb1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppuu1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspten1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspamoe1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspve1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspsy1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspaurlat1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspvar1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspaura1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcru1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspspe1_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspkar1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspamy1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcalif1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspegy1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspger1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspth1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspkev1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspins1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcal1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppdef1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcar1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asphethal1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppust1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspgra1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspluc1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspsil1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspbisp1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspoch1432_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspram1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspoch1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspramb1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfuni1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspbip1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspimp1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asphai1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspaste1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asptu1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcos1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspneo1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfo1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspka1_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppip1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspeuc1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspvad1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asplac1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspni_DSM_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspni_bvT_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspni7	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspni_NRRL3_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspph1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspwel1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspbr1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspca3	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspscl1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspibe1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspscle1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspell1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asphet1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspbru1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfij1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspacu1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asptri1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspac1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspflor1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspjap1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspvio1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspind1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspuva1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspsac1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asphom1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppar1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asptra1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspnovo1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspser1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspara19utr	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppari1				N/A
Aspor1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfl1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspmin1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcae1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppsec1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppset1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asptam1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspnom1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppsen1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspnom13137_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspbom1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspber1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspalbe1				N/A
Aspalli1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcor1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asplep1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspave1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcap1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspiiz1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfla1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asptem1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfre1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspneof1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspaurful1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asplup1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppterr1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspte1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspala1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspflo1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspaur1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspall1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspneoi1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspamb1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspbrev1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspnaka1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspses1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspneoa1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asposti1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppet1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspwest1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspaff1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcre1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspmuri1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspsub1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspwes1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspchr1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspsc1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspper1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspsubr1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspsul1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspros1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspele1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspste1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfloc1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppul1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asptan1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asprobu1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcam1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcand1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asptaic1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asptr1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspneow1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppap1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspgal1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspshe1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asphir1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppern1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asptur1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspnis1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspspa1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspaurlut1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspwak1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspass1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspmult1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfer1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppal1_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppri1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asptsu1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspdur1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspbre1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfu1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfu_A1163_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspoer1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Neofi1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfumis1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asplen1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspfumig1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspnov1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspbot1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspspi1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asplaci1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcorea1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspign1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspuda1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspsia1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppsev1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppsf1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspvir1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspthe1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcla1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asprhi1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspgig1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asplon1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcl1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspnut1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspparv1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcer1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asptran1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspchev1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcri1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcost1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspgl1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Eurhe1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcu1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspneoc1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspres1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asppeni1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspsep1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspwe1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Asparx1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspcanin1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspinso1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Penex1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Pendi1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Penth1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Pensoli1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Penswi1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Pench1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
PenchWisc1_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Penla1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Penvul1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Penatra1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Penbr2	Ascomycota	Eurotiomycetes	Eurotiales	N/A
PenbrAgRF18_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Penra1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Penca1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Penja1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Pensub1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Penox1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Penbi1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Pengl1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Penfe1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
ThyNC0857_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Aspzo1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Monpu1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Monru1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Paevar1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Paevar_HGY_1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Byssp1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Bysni1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Theau1	Ascomycota	Eurotiomycetes	Eurotiales	Thermophilic_Fungi
Theau2	Ascomycota	Eurotiomycetes	Eurotiales	Thermophilic_Fungi
Penac1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Talma1_2	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Talst1_2	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Talabor1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Talpro1	Ascomycota	Eurotiomycetes	Eurotiales	N/A
Artbe1	Ascomycota	Eurotiomycetes	Onygenales	N/A
Triver1	Ascomycota	Eurotiomycetes	Onygenales	N/A
Triru1	Ascomycota	Eurotiomycetes	Onygenales	N/A
Micca1	Ascomycota	Eurotiomycetes	Onygenales	N/A
Cocim1	Ascomycota	Eurotiomycetes	Onygenales	N/A
Uncre1	Ascomycota	Eurotiomycetes	Onygenales	N/A
Gymau1	Ascomycota	Eurotiomycetes	Onygenales	N/A
Gymci1_1	Ascomycota	Eurotiomycetes	Onygenales	N/A
Parbr1	Ascomycota	Eurotiomycetes	Onygenales	N/A
Blade1	Ascomycota	Eurotiomycetes	Onygenales	N/A
Hisca1	Ascomycota	Eurotiomycetes	Onygenales	N/A
Calor1	Ascomycota	Eurotiomycetes	Coryneliales	N/A
Fonmo1	Ascomycota	Eurotiomycetes	Chaetothyriales	N/A
Fonpe1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Fonnu1	Ascomycota	Eurotiomycetes	Chaetothyriales	N/A
Claim1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Fonmu1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Claba1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Claps1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Claca1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Claye1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Capse1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Exoalc1	Ascomycota	Eurotiomycetes	Chaetothyriales	N/A
Exoalc1_J33	Ascomycota	Eurotiomycetes	Chaetothyriales	N/A
EurotioJF033F_1	Ascomycota	Eurotiomycetes		N/A
EurotioJF034F_1	Ascomycota	Eurotiomycetes		N/A
Exosi1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Exool1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Exosp1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Exoxe1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Capcor1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Capep1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Capfu1	Ascomycota	Eurotiomycetes	Chaetothyriales	N/A
Exoaq1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Exome1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Cypeu1	Ascomycota	Eurotiomycetes	Chaetothyriales	black_yeasts
Cocba1	Ascomycota	Eurotiomycetes	Chaetothyriales	N/A
Endpal1	Ascomycota	Eurotiomycetes	Verrucariales	N/A
EndpusZ1	Ascomycota	Eurotiomycetes	Verrucariales	lichen_mycobionts,lichens
ClaNC0930_1	Ascomycota	Eurotiomycetes	Phaeomoniellales	N/A
Phach1	Ascomycota	Eurotiomycetes	Phaeomoniellales	N/A
Sclsan1	Ascomycota	Coniocybomycetes	Coniocybales	lichen_mycobionts,lichens
LobpulAf1	Ascomycota	Lecanoromycetes	Peltigerales	lichen_mycobionts,lichens
LobpulSw1	Ascomycota	Lecanoromycetes	Peltigerales	lichen_mycobionts,lichens
LobpulSp1	Ascomycota	Lecanoromycetes	Peltigerales	lichen_mycobionts,lichens
LobpulSc1	Ascomycota	Lecanoromycetes	Peltigerales	lichen_mycobionts,lichens
Lobpul1	Ascomycota	Lecanoromycetes	Peltigerales	lichen_mycobionts,lichens
Clagr3	Ascomycota	Lecanoromycetes	Lecanorales	lichen_mycobionts,cladonia_grayi_lichen,lichens
Usnflo1	Ascomycota	Lecanoromycetes	Lecanorales	lichen_mycobionts,lichens
Xanpa2	Ascomycota	Lecanoromycetes	Teloschistales	lichen_mycobionts,lichens
Dibbae1	Ascomycota	Lecanoromycetes	Pertusariales	N/A
Grascr1	Ascomycota	Lecanoromycetes	Ostropales	N/A
Acastr1	Ascomycota	Lecanoromycetes	Acarosporales	N/A
Trigu1	Ascomycota	Xylonomycetes	Xylonales	N/A
Xylhe1	Ascomycota	Xylonomycetes	Xylonales	N/A
Symko1	Ascomycota	Xylonomycetes	Symbiotaphrinales	N/A
Altalt1	Ascomycota	Dothideomycetes	Pleosporales	N/A
AltAST0039	Ascomycota	Dothideomycetes	Pleosporales	N/A
Altal1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Altbr1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Altro1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Cocca1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Cocvi1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Cocmi1	Ascomycota	Dothideomycetes	Pleosporales	N/A
CocheC4_1	Ascomycota	Dothideomycetes	Pleosporales	N/A
CocheC5_3	Ascomycota	Dothideomycetes	Pleosporales	N/A
Cocsa1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Coclu2	Ascomycota	Dothideomycetes	Pleosporales	N/A
Settu3	Ascomycota	Dothideomycetes	Pleosporales	N/A
Settur3	Ascomycota	Dothideomycetes	Pleosporales	N/A
Stely1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Pyrtr1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Pyrtt1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Decga1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Clael1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Lepmu1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Photr1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Pyrly1	Ascomycota	Dothideomycetes	Pleosporales	N/A
PlePMI138_1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Pyrsp1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Cucbe1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Fenfe1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Phapo1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Stasp1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Ampqui1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Stano2	Ascomycota	Dothideomycetes	Pleosporales	N/A
Ophdi1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Parch1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Parchr1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Setho1	Ascomycota	Dothideomycetes	Pleosporales	N/A
PhaPMI808	Ascomycota	Dothideomycetes	Pleosporales	N/A
Boeex1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Phomu1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Epini1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Didex1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Didma1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Macan1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Ascra1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Lizem1	Ascomycota	Dothideomycetes		N/A
Dotsy1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Jahaq1	Ascomycota	Dothideomycetes	Jahnulales	N/A
Pleav1	Ascomycota	Dothideomycetes		N/A
Bysci1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Maseb1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Microd1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Perma1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Lenfl1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Karrh1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Parsp1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Bimnz1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Didsa1	Ascomycota	Dothideomycetes		N/A
Trepe1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Corca1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Masph1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Herpot1_1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Plesi1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Melpu1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Spofi1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Wesor1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Currey1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Lopma1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Aaoar1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Denna1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Lopnu1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Polfu1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Veren1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Amnli1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Cloaq1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Linin1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Zoprh1	Ascomycota	Dothideomycetes		N/A
Delco1	Ascomycota	Dothideomycetes	Pleosporales	N/A
DelFL0756_1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Glonio1	Ascomycota	Dothideomycetes	Hysteriales	N/A
Hyspu1_1	Ascomycota	Dothideomycetes	Hysteriales	N/A
Rhyru1_1	Ascomycota	Dothideomycetes	Hysteriales	N/A
Lopmy1	Ascomycota	Dothideomycetes	Mytilinidiales	N/A
Mytre1	Ascomycota	Dothideomycetes	Mytilinidiales	N/A
Lophiu1	Ascomycota	Dothideomycetes	Mytilinidiales	N/A
